Record Length,299
Measure Type,DCV
Vertical Scale,1000mV  
Model Number,SHS806
Serial Number,SHS08CA4150115
Software Version,3.01.02.02R7





Value
4212.0,
4212.0,
4211.0,
4212.0,
4211.0,
4211.0,
4211.0,
4211.0,
4211.0,
4211.0,
4211.0,
4211.0,
4211.0,
4210.0,
4210.0,
4210.0,
4210.0,
4210.0,
4210.0,
4210.0,
4210.0,
4210.0,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4208.9,
4207.9,
4207.9,
4207.9,
4207.9,
4207.9,
4207.9,
4207.9,
4207.9,
4207.9,
4207.0,
4207.9,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4207.0,
4206.0,
4206.0,
4207.0,
4206.0,
4206.0,
4206.0,
4206.0,
4206.0,
4206.0,
4206.0,
4206.0,
4206.0,
4206.0,
4206.0,
4206.0,
4206.0,
4205.0,
4206.0,
4205.0,
4205.0,
4205.0,
4205.0,
4205.0,
4205.0,
4.2050,
4205.0,
4205.0,
4205.0,
4205.0,
4205.0,
4205.0,
4205.0,
4205.0,
4204.0,
4205.0,
4204.0,
4204.0,
4204.0,
4205.0,
4204.0,
4205.0,
4204.0,
4205.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4204.0,
4202.9,
4204.0,
4202.9,
4204.0,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4202.9,
4201.9,
4202.9,
4201.9,
4202.9,
4201.9,
4201.9,
4201.9,
4201.9,
1.0000,
4201.9,
4.2020,
4201.9,
4201.9,
4201.9,
4201.9,
4201.9,
4201.9,
4201.9,
4201.9,
4201.9,
4201.9,
4201.9,
4201.9,
4200.9,
4201.9,
4201.9,
4201.9,
4201.9,
4201.9,
4200.9,
4200.9,
4201.9,
4201.9,
4201.9,
4201.9,
4200.9,
4201.9,
4200.9,
4200.9,
4200.9,
4201.9,
4200.9,
4200.9,
4200.9,
4200.9,
4200.9,
4200.9,
4200.9,
4200.9,
4200.9,
4200.9,
4200.9,
4200.9,
4200.9,
4200.0,
4200.0,
4200.9,
4200.9,
4200.9,
4200.9,
4200.0,
4200.0,
4200.9,
4200.0,
4200.0,
4200.0,
4200.0,
4200.9,
4200.9,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4200.0,
4199.0,
4200.0,
4199.0,
4200.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4200.0,
4199.0,
4199.0,
4199.0,
4199.0,
4200.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4199.0,
4198.0,
4198.0,
4198.0,
4198.0,
4199.0,
4.1980,
4199.0,
4198.0,
4198.0,
4198.0,
4198.0,
4198.0,
4198.0,
4198.0,
4198.0,
4198.0,
